Entry ID,EU Message ID,[DE Entry Name Pos],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos],[GB Entry Name Size],GB Entry Name,MAXHP,Will,Defense,MagDef,Quick,Agile,Dodge%,Green,Red,Purple,Blue,Yellow,Silver,[DE Arm 1 Name Pos],[DE Arm 1 Name Size],DE Arm 1 Name Str,[ES Arm 1 Name Pos],[ES Arm 1 Name Size],ES Arm 1 Name Str,[FR Arm 1 Name Pos],[FR Arm 1 Name Size],FR Arm 1 Name Str,[GB Arm 1 Name Pos],[GB Arm 1 Name Size],GB Arm 1 Name Str,Arm 1 Type ID,[Arm 1 Type name],Arm 1 Attack,Arm 1 Range,Arm 1 Hit%,Arm 1 Element ID,[Arm 1 Element Name],[DE Arm 2 Name Pos],[DE Arm 2 Name Size],DE Arm 2 Name Str,[ES Arm 2 Name Pos],[ES Arm 2 Name Size],ES Arm 2 Name Str,[FR Arm 2 Name Pos],[FR Arm 2 Name Size],FR Arm 2 Name Str,[GB Arm 2 Name Pos],[GB Arm 2 Name Size],GB Arm 2 Name Str,Arm 2 Type ID,[Arm 2 Type name],Arm 2 Attack,Arm 2 Range,Arm 2 Hit%,Arm 2 Element ID,[Arm 2 Element Name],[DE Arm 3 Name Pos],[DE Arm 3 Name Size],DE Arm 3 Name Str,[ES Arm 3 Name Pos],[ES Arm 3 Name Size],ES Arm 3 Name Str,[FR Arm 3 Name Pos],[FR Arm 3 Name Size],FR Arm 3 Name Str,[GB Arm 3 Name Pos],[GB Arm 3 Name Size],GB Arm 3 Name Str,Arm 3 Type ID,[Arm 3 Type name],Arm 3 Attack,Arm 3 Range,Arm 3 Hit%,Arm 3 Element ID,[Arm 3 Element Name],[DE Arm 4 Name Pos],[DE Arm 4 Name Size],DE Arm 4 Name Str,[ES Arm 4 Name Pos],[ES Arm 4 Name Size],ES Arm 4 Name Str,[FR Arm 4 Name Pos],[FR Arm 4 Name Size],FR Arm 4 Name Str,[GB Arm 4 Name Pos],[GB Arm 4 Name Size],GB Arm 4 Name Str,Arm 4 Type ID,[Arm 4 Type name],Arm 4 Attack,Arm 4 Range,Arm 4 Hit%,Arm 4 Element ID,[Arm 4 Element Name],Pad 1,Pad 2,Pad 3,Pad 4,Pad 5,Pad 6,EXP,Gold,Item Drop 1 ID,[Item Drop 1 Name],Item 1 ID,[Item 1 Name],Item Drop 2 ID,[Item Drop 2 Name],Item 2 ID,[Item 2 Name],Item Drop 3 ID,[Item Drop 3 Name],Item 3 ID,[Item 3 Name]
11,0x8c347c80,0x1b5fa,5,Lynx,0x1b364,5,Lynx,0x1b6c2,5,Lynx,0x1ae7f,5,Lynx,25000,130,40,150,65,30,10,10,5,5,9,3,10,0x1bec5,12,Lynx-Kanone,0x1bcad,11,Cañón Lynx,0x1bfde,11,Canon Lynx,0x1b75b,12,Lynx Cannon,0,Main Cannon,130,0,90,6,Neutral,0x1bed1,17,Lynx-Hilfskanone,0x1bcb8,14,Subcañón Lynx,0x1bfe9,14,Subcanon Lynx,0x1b767,15,Lynx Subcannon,1,Sec Cannon,110,2,88,6,Neutral,0x1bee2,13,Lynx-Torpedo,0x1bcc6,13,Torpedo Lynx,0x1bff7,14,Torpille Lynx,0x1b776,13,Lynx Torpedo,2,Torpedo,100,2,60,6,Neutral,0x1beef,2,-,0x1bcd3,2,-,0x1c005,2,-,0x1b783,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,3520,2400,0,100%,496,Captain's Stripe,0,100%,509,Magic Cannon,0,100%,411,"3"" Cannon"
12,0x8c347c88,0x1b5ff,10,Chameleon,0x1b369,10,Chameleon,0x1b6c7,10,Chameleon,0x1ae84,10,Chameleon,30000,130,100,200,60,20,15,10,10,10,20,5,10,0x1bef1,11,Drehkanone,0x1bcd5,15,Cañón Revólver,0x1c007,15,Canon Révolver,0x1b785,16,Revolver Cannon,0,Main Cannon,155,0,90,6,Neutral,0x1befc,18,Hilfskanone Typ D,0x1bce4,16,Subcañón Tipo D,0x1c016,16,Subcanon Type D,0x1b795,17,Type D Subcannon,1,Sec Cannon,120,1,70,6,Neutral,0x1bf0e,14,Torpedo Typ D,0x1bcf4,15,Torpedo Tipo D,0x1c026,16,Torpille Type D,0x1b7a6,15,Type D Torpedo,2,Torpedo,160,2,70,6,Neutral,0x1bf1c,14,Flammenwerfer,0x1bd03,12,Lanzallamas,0x1c036,14,Lance-flammes,0x1b7b5,13,Flamethrower,3,Special,300,0,-1,6,Neutral,0,0,0,0,0,0,2900,1900,0,100%,496,Captain's Stripe,4,50%,404,B-Type Cannon,-1,None,-1,None
13,0x8c347c88,0x1b609,10,Chameleon,0x1b373,10,Chameleon,0x1b6d1,10,Chameleon,0x1ae8e,10,Chameleon,30000,130,150,230,60,20,15,10,10,10,20,5,10,0x1bf2a,15,Handfeuerwaffe,0x1bd0f,9,Revólver,0x1c044,9,Pistolet,0x1b7c2,8,Handgun,0,Main Cannon,170,0,100,6,Neutral,0x1bf39,18,Hilfskanone Typ D,0x1bd18,16,Subcañón Tipo D,0x1c04d,16,Subcanon Type D,0x1b7ca,17,Type D Subcannon,1,Sec Cannon,180,1,70,6,Neutral,0x1bf4b,14,Torpedo Typ D,0x1bd28,15,Torpedo Tipo D,0x1c05d,16,Torpille Type D,0x1b7db,15,Type D Torpedo,2,Torpedo,200,2,70,6,Neutral,0x1bf59,11,Testkanone,0x1bd37,12,Cañón Test ,0x1c06d,11,Canon Test,0x1b7ea,12,Test Cannon,3,Special,350,0,-1,6,Neutral,0,0,0,0,0,0,4170,2400,4,50%,423,Hunter Torpedo,-1,None,-1,None,-1,None,-1,None
14,0x8c347c88,0x1b613,10,Chameleon,0x1b37d,10,Chameleon,0x1b6db,10,Chameleon,0x1ae98,10,Chameleon,30000,200,150,380,120,20,30,3,3,3,3,0,3,0x1bf64,17,Chamäleon-Kanone,0x1bd43,16,Cañón Camaleón\t,0x1c078,15,Canon Caméléon,0x1b7f6,17,Chameleon Cannon,0,Main Cannon,300,0,60,6,Neutral,0x1bf75,15,De Loco-Kanone,0x1bd53,14,Cañón De Loco,0x1c087,14,Canon De Loco,0x1b807,15,De Loco Cannon,1,Sec Cannon,250,2,70,6,Neutral,0x1bf84,16,De Loco-Torpedo,0x1bd61,16,Torpedo De Loco,0x1c095,16,Torpille DeLoco,0x1b816,16,De Loco Torpedo,2,Torpedo,550,3,70,6,Neutral,0x1bf94,16,De Loco-Harpune,0x1bd71,14,Arpón De Loco,0x1c0a5,15,Harpon De Loco,0x1b826,16,De Loco Harpoon,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,15950,7000,0,100%,496,Captain's Stripe,0,100%,455,Twin Turbo,0,100%,506,Magic Shell
15,0x8c347c94,0x1b61d,6,CUT15,0x1b387,6,CUT15,0x1b6e5,6,CUT15,0x1aea2,6,CUT15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1bfa4,2,-,0x1bd7f,2,-,0x1c0b4,2,-,0x1b836,2,-,-1,None,-1,-1,-1,-1,None,0x1bfa6,2,-,0x1bd81,2,-,0x1c0b6,2,-,0x1b838,2,-,-1,None,-1,-1,-1,-1,None,0x1bfa8,2,-,0x1bd83,2,-,0x1c0b8,2,-,0x1b83a,2,-,-1,None,-1,-1,-1,-1,None,0x1bfaa,2,-,0x1bd85,2,-,0x1c0ba,2,-,0x1b83c,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
16,0x8c347ca0,0x1b623,7,Auriga,0x1b38d,7,Auriga,0x1b6eb,7,Auriga,0x1aea8,7,Auriga,50000,250,300,300,80,15,5,9,5,5,9,3,9,0x1bfac,10,AP-Kanone,0x1bd87,9,Cañón AP,0x1c0bc,9,Canon AP,0x1b83e,10,AP Cannon,0,Main Cannon,300,0,87,6,Neutral,0x1bfb6,17,Fragmentgeschütz,0x1bd90,14,Fragmentadora,0x1c0c5,12,Fragmenteur,0x1b848,13,Fragment Gun,1,Sec Cannon,250,2,87,6,Neutral,0x1bfc7,17,Explosionsladung,0x1bd9e,17,Ataque Explosivo,0x1c0d1,17,Charge Explosive,0x1b855,13,Blast Charge,2,Torpedo,300,2,80,6,Neutral,0x1bfd8,11,Rumpframme,0x1bdaf,17,Espolón de Casco,0x1c0e2,7,Eperon,0x1b862,9,Hull Ram,3,Special,500,0,-1,6,Neutral,0,0,0,0,0,0,10290,5200,0,100%,496,Captain's Stripe,0,100%,464,Heavy Armor Deck,0,100%,414,"12"" Cannon"
17,0x8c347ca8,0x1b62a,6,Draco,0x1b394,6,Draco,0x1b6f2,6,Draco,0x1aeaf,6,Draco,45000,240,125,300,100,15,10,10,10,8,11,11,10,0x1bfe3,2,-,0x1bdc0,2,-,0x1c0e9,2,-,0x1b86b,2,-,-1,None,-1,-1,-1,-1,None,0x1bfe5,13,Zusatzkanone,0x1bdc2,17,Cañón Secundario,0x1c0eb,13,Second Canon,0x1b86d,17,Secondary Cannon,1,Sec Cannon,300,0,80,6,Neutral,0x1bff2,12,Bohrtorpedo,0x1bdd3,15,Torpedo Punzón,0x1c0f8,14,Tête perceuse,0x1b87e,17,Piercing Torpedo,2,Torpedo,500,2,80,6,Neutral,0x1bffe,13,Draco-Kanone,0x1bde2,12,Cañón Draco,0x1c106,12,Canon Draco,0x1b88f,13,Draco Cannon,3,Special,680,0,-1,6,Neutral,0,0,0,0,0,0,12980,6100,0,100%,496,Captain's Stripe,-1,None,-1,None,-1,None,-1,None
18,0x8c347cb0,0x1b630,6,Hydra,0x1b39a,6,Hydra,0x1b6f8,6,Hydra,0x1aeb5,6,Hydra,200000,280,300,370,200,15,5,10,10,10,10,0,10,0x1c00b,13,Hydra-Kanone,0x1bdee,12,Cañón Hydra,0x1c112,14,Lanceur Hydra,0x1b89c,15,Hydra Launcher,0,Main Cannon,350,0,70,6,Neutral,0x1c018,14,Hydra-Hilfsk.,0x1bdfa,15,Subcañón Hydra,0x1c120,15,Subcanon Hydra,0x1b8ab,16,Hydra Subcannon,1,Sec Cannon,360,1,80,6,Neutral,0x1c026,13,Hydra-Strahl,0x1be09,11,Rayo Hydra,0x1c12f,12,Rayon Hydra,0x1b8bb,10,Hydra Ray,1,Sec Cannon,370,2,80,6,Neutral,0x1c033,13,Hydra-Werfer,0x1be14,15,Lanzador Hydra,0x1c13b,12,Canon Hydra,0x1b8c5,13,Hydra Cannon,3,Special,700,0,-1,6,Neutral,0,0,0,0,0,0,27770,11900,0,100%,496,Captain's Stripe,0,100%,432,Moon Cannon,6,Kalifa,434,Moon Torpedo
19,0x8c347cb8,0x1b636,6,CUT19,0x1b3a0,6,CUT19,0x1b6fe,6,CUT19,0x1aebb,6,CUT19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1c040,7,Kanone,0x1be23,6,Cañón,0x1c147,6,Canon,0x1b8d2,8,Cannon ,-1,None,-1,-1,-1,-1,None,0x1c047,11,Feuerpfeil,0x1be29,16,Flecha de Fuego,0x1c14d,14,Flêche de Feu,0x1b8da,11,Fire Arrow,-1,None,-1,-1,-1,-1,None,0x1c052,16,Houroku Torpedo,0x1be39,16,Torpedo Houroku,0x1c15b,17,Torpille Houroku,0x1b8e5,16,Houroku Torpedo,-1,None,-1,-1,-1,-1,None,0x1c062,2,-,0x1be49,2,-,0x1c16c,2,-,0x1b8f5,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
20,0x8c347cc4,0x1b63c,6,CUT20,0x1b3a6,6,CUT20,0x1b704,6,CUT20,0x1aec1,6,CUT20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1c064,7,Kanone,0x1be4b,6,Cañón,0x1c16e,6,Canon,0x1b8f7,8,Cannon ,-1,None,-1,-1,-1,-1,None,0x1c06b,11,Feuerpfeil,0x1be51,16,Flecha de Fuego,0x1c174,14,Flêche de Feu,0x1b8ff,11,Fire Arrow,-1,None,-1,-1,-1,-1,None,0x1c076,16,Houroku Torpedo,0x1be61,16,Torpedo Houroku,0x1c182,17,Torpille Houroku,0x1b90a,16,Houroku Torpedo,-1,None,-1,-1,-1,-1,None,0x1c086,2,-,0x1be71,2,-,0x1c193,2,-,0x1b91a,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
21,0x8c347cd0,0x1b642,14,Black Pirates,0x1b3ac,14,Black Pirates,0x1b70a,14,Black Pirates,0x1aec7,14,Black Pirates,9000,40,25,10,50,8,25,10,10,10,10,20,10,0x1c088,16,Schwarze Kanone,0x1be73,12,Cañón Negro,0x1c195,11,Canon Noir,0x1b91c,13,Black Cannon,0,Main Cannon,120,0,70,6,Neutral,0x1c098,16,Schwarzes Torp.,0x1be7f,14,Torpedo Negro,0x1c1a0,15,Torpille Noire,0x1b929,14,Black Torpedo,2,Torpedo,120,1,60,6,Neutral,0x1c0a8,2,-,0x1be8d,2,-,0x1c1af,2,-,0x1b937,2,-,-1,None,-1,-1,-1,-1,None,0x1c0aa,2,-,0x1be8f,2,-,0x1c1b1,2,-,0x1b939,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,450,300,3,20%,402,Heavy Cannon,3,20%,440,Rogue Figure,-1,None,-1,None
