Entry ID,[Filter],[EC ID],[EC JP Name],[EC EU Name],State ID,[State Name],Unk 1,Unk 2,Motion ID,[Motion Name],Motion Flags,Param ID,[Param Name],Unk 3,Blend Time,Play Rate
7,MB001.STD,1,航行士,Praeses,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB001.STD,1,航行士,Praeses,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MB001.STD,1,航行士,Praeses,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB001.STD,1,航行士,Praeses,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,1.20
11,MB001.STD,1,航行士,Praeses,16,Use Item 1,1,8,11,Defeat,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
12,MB001.STD,1,航行士,Praeses,21,Cast Magic,1,8,12,Revive,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
13,MB001.STD,1,航行士,Praeses,32,Knockdown,1,10,13,Focus,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
14,MB001.STD,1,航行士,Praeses,24,Exec Magic/S-Move,1,8,12,Revive,0b10001000000000000000000000000000,13,Quika,0,5.00,1.00
15,MB001.STD,1,航行士,Praeses,24,Exec Magic/S-Move,1,8,12,Revive,0b10001000000000000000000000000000,1,Incremus,0,5.00,1.00
16,MB001.STD,1,航行士,Praeses,24,Exec Magic/S-Move,1,8,12,Revive,0b10001000000000000000000000000000,32,Electri,0,5.00,1.00
17,MB001.STD,1,航行士,Praeses,24,Exec Magic/S-Move,1,8,12,Revive,0b10001000000000000000000000000000,27,Crystales,0,5.00,1.00
18,MB001.STD,1,航行士,Praeses,29,Exec S-Move,1,8,11,Defeat,0b10001000000000000000000000000000,79,Sacri Crystal,0,5.00,1.00
19,MB001.STD,1,航行士,Praeses,29,Exec S-Move,1,8,11,Defeat,0b10001000000000000000000000000000,80,Sacres Crystal,0,5.00,1.00
20,MB001.STD,1,航行士,Praeses,29,Exec S-Move,1,8,11,Defeat,0b10001000000000000000000000000000,81,Sacrulen Crystal,0,5.00,1.00
0,MB002.STD,2,ミクラステル,Latro,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB002.STD,2,ミクラステル,Latro,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB002.STD,2,ミクラステル,Latro,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.10
3,MB002.STD,2,ミクラステル,Latro,4,Close Attack,1,8,3,Close Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
4,MB002.STD,2,ミクラステル,Latro,8,Critical Attack,1,8,4,Critical Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
5,MB002.STD,2,ミクラステル,Latro,9,Take Damage 1,1,11,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
6,MB002.STD,2,ミクラステル,Latro,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
7,MB002.STD,2,ミクラステル,Latro,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB002.STD,2,ミクラステル,Latro,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,MB002.STD,2,ミクラステル,Latro,13,Dodge,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
10,MB002.STD,2,ミクラステル,Latro,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
11,MB002.STD,2,ミクラステル,Latro,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB002.STD,2,ミクラステル,Latro,32,Knockdown,1,10,12,Revive,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
13,MB002.STD,2,ミクラステル,Latro,29,Exec S-Move,1,8,13,Focus,0b10001010000000000000000000000000,4,Laser,0,5.00,1.00
0,MB003.STD,3,マロッカ,Marocca,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB003.STD,3,マロッカ,Marocca,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,8.50,1.00
2,MB003.STD,3,マロッカ,Marocca,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB003.STD,3,マロッカ,Marocca,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB003.STD,3,マロッカ,Marocca,8,Critical Attack,1,8,4,Critical Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
5,MB003.STD,3,マロッカ,Marocca,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB003.STD,3,マロッカ,Marocca,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
7,MB003.STD,3,マロッカ,Marocca,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB003.STD,3,マロッカ,Marocca,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MB003.STD,3,マロッカ,Marocca,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB003.STD,3,マロッカ,Marocca,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
11,MB003.STD,3,マロッカ,Marocca,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB003.STD,3,マロッカ,Marocca,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB003.STD,3,マロッカ,Marocca,32,Knockdown,1,10,13,Focus,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
0,MB004.STD,4,アーアペプ,Grouder,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB004.STD,4,アーアペプ,Grouder,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB004.STD,4,アーアペプ,Grouder,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB004.STD,4,アーアペプ,Grouder,4,Close Attack,1,8,3,Close Attack,0b10001010000000000000000000000000,-1,None,0,5.00,0.80
4,MB004.STD,4,アーアペプ,Grouder,8,Critical Attack,1,8,4,Critical Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
5,MB004.STD,4,アーアペプ,Grouder,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB004.STD,4,アーアペプ,Grouder,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
7,MB004.STD,4,アーアペプ,Grouder,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB004.STD,4,アーアペプ,Grouder,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010001000000000000000000000,-1,None,0,0.00,1.00
9,MB004.STD,4,アーアペプ,Grouder,12,Guard,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
10,MB004.STD,4,アーアペプ,Grouder,13,Dodge,1,8,10,Dodge,0b10001010001000000000000000000000,-1,None,0,0.00,0.60
11,MB004.STD,4,アーアペプ,Grouder,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB004.STD,4,アーアペプ,Grouder,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB004.STD,4,アーアペプ,Grouder,21,Cast Magic,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
14,MB004.STD,4,アーアペプ,Grouder,32,Knockdown,1,10,14,Widthdraw,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
15,MB004.STD,4,アーアペプ,Grouder,29,Exec S-Move,1,8,15,Run,0b10001010000000000000000000000000,57,Eerie Wail,0,5.00,1.00
16,MB004.STD,4,アーアペプ,Grouder,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,3,Panika,0,5.00,1.00
17,MB004.STD,4,アーアペプ,Grouder,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,20,Wevli,0,5.00,1.00
18,MB004.STD,4,アーアペプ,Grouder,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,21,Wevles,0,5.00,1.00
19,MB004.STD,4,アーアペプ,Grouder,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,22,Wevlen,0,5.00,1.00
20,MB004.STD,4,アーアペプ,Grouder,29,Exec S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,100,Magic?,0,5.00,1.00
0,MB008.STD,8,レトモニケ,Flestik,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,0.80
1,MB008.STD,8,レトモニケ,Flestik,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB008.STD,8,レトモニケ,Flestik,6,Approach,1,8,2,Approach,0b10000001001000000000000000000000,-1,None,0,5.00,1.00
3,MB008.STD,8,レトモニケ,Flestik,4,Close Attack,1,8,3,Close Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.30
4,MB008.STD,8,レトモニケ,Flestik,8,Critical Attack,1,8,4,Critical Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
5,MB008.STD,8,レトモニケ,Flestik,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB008.STD,8,レトモニケ,Flestik,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.70
7,MB008.STD,8,レトモニケ,Flestik,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB008.STD,8,レトモニケ,Flestik,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
9,MB008.STD,8,レトモニケ,Flestik,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB008.STD,8,レトモニケ,Flestik,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,2.30
11,MB008.STD,8,レトモニケ,Flestik,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB008.STD,8,レトモニケ,Flestik,20,Idle 3,1,15,2,Approach,0b10000001001000000000000000000000,-1,None,0,5.00,1.00
13,MB008.STD,8,レトモニケ,Flestik,32,Knockdown,1,10,13,Focus,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
0,MB015.STD,15,ヌール,Ghastling,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB015.STD,15,ヌール,Ghastling,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB015.STD,15,ヌール,Ghastling,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,2.60
3,MB015.STD,15,ヌール,Ghastling,4,Close Attack,1,8,3,Close Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
4,MB015.STD,15,ヌール,Ghastling,8,Critical Attack,1,8,4,Critical Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
5,MB015.STD,15,ヌール,Ghastling,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB015.STD,15,ヌール,Ghastling,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
7,MB015.STD,15,ヌール,Ghastling,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB015.STD,15,ヌール,Ghastling,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,MB015.STD,15,ヌール,Ghastling,12,Guard,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
10,MB015.STD,15,ヌール,Ghastling,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
11,MB015.STD,15,ヌール,Ghastling,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB015.STD,15,ヌール,Ghastling,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB015.STD,15,ヌール,Ghastling,21,Cast Magic,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
14,MB015.STD,15,ヌール,Ghastling,32,Knockdown,1,10,14,Widthdraw,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
15,MB015.STD,15,ヌール,Ghastling,29,Exec S-Move,1,8,15,Run,0b10001010001000000000000000000000,210,HP Absorb,0,5.00,1.00
16,MB015.STD,15,ヌール,Ghastling,29,Exec S-Move,1,8,16,Magic,0b10001000001000000000000000000000,56,Thunder Storm,0,5.00,1.00
17,MB015.STD,15,ヌール,Ghastling,29,Exec S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,100,Magic?,0,5.00,1.00
18,MB015.STD,15,ヌール,Ghastling,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,10,Noxi,0,5.00,1.00
19,MB015.STD,15,ヌール,Ghastling,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,11,Noxus,0,5.00,1.00
20,MB015.STD,15,ヌール,Ghastling,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,19,Eternum,0,5.00,1.00
0,MB029.STD,29,エルモ,Looper,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB029.STD,29,エルモ,Looper,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB029.STD,29,エルモ,Looper,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB029.STD,29,エルモ,Looper,4,Close Attack,1,8,3,Close Attack,0b10001010001000000000000000000000,-1,None,0,5.00,2.00
4,MB029.STD,29,エルモ,Looper,8,Critical Attack,1,8,4,Critical Attack,0b10001010000000000000000000000000,-1,None,0,5.00,2.00
5,MB029.STD,29,エルモ,Looper,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB029.STD,29,エルモ,Looper,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
7,MB029.STD,29,エルモ,Looper,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB029.STD,29,エルモ,Looper,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,0.90
9,MB029.STD,29,エルモ,Looper,12,Guard,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,0.90
10,MB029.STD,29,エルモ,Looper,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,0.90
11,MB029.STD,29,エルモ,Looper,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB029.STD,29,エルモ,Looper,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB029.STD,29,エルモ,Looper,21,Cast Magic,1,8,13,Focus,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
14,MB029.STD,29,エルモ,Looper,32,Knockdown,1,10,14,Widthdraw,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
15,MB029.STD,29,エルモ,Looper,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,28,Crystalum,0,5.00,1.00
16,MB029.STD,29,エルモ,Looper,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,33,Electres,0,5.00,1.00
17,MB029.STD,29,エルモ,Looper,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,34,Electrum,0,5.00,1.00
18,MB029.STD,29,エルモ,Looper,24,Exec Magic/S-Move,1,8,13,Focus,0b10001010001000000000000000000000,23,Pyri,0,5.00,1.00
19,MB029.STD,29,エルモ,Looper,24,Exec Magic/S-Move,1,8,13,Focus,0b10001010001000000000000000000000,7,Sacres,0,5.00,1.00
20,MB029.STD,29,エルモ,Looper,24,Exec Magic/S-Move,1,8,13,Focus,0b10001010001000000000000000000000,0,Increm,0,5.00,1.00
21,MB029.STD,29,エルモ,Looper,24,Exec Magic/S-Move,1,8,13,Focus,0b10001010001000000000000000000000,12,Slipara,0,5.00,1.00
22,MB029.STD,29,エルモ,Looper,24,Exec Magic/S-Move,1,8,13,Focus,0b10001010001000000000000000000000,2,Sylenis,0,5.00,1.00
23,MB029.STD,29,エルモ,Looper,29,Exec S-Move,1,8,13,Focus,0b10001010001000000000000000000000,100,Magic?,0,5.00,1.00
0,MG000.STD,128,アントニオ,Antonio,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MG000.STD,128,アントニオ,Antonio,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MG000.STD,128,アントニオ,Antonio,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MG000.STD,128,アントニオ,Antonio,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MG000.STD,128,アントニオ,Antonio,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MG000.STD,128,アントニオ,Antonio,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
6,MG000.STD,128,アントニオ,Antonio,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.10
7,MG000.STD,128,アントニオ,Antonio,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MG000.STD,128,アントニオ,Antonio,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
9,MG000.STD,128,アントニオ,Antonio,13,Dodge,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
10,MG000.STD,128,アントニオ,Antonio,14,Defeat,1,8,10,Dodge,0b10011000000000000000000000000000,-1,None,0,5.00,1.00
11,MG000.STD,128,アントニオ,Antonio,32,Knockdown,1,10,11,Defeat,0b10001000000000000000000000000000,-1,None,0,0.00,0.80
12,MG000.STD,128,アントニオ,Antonio,30,Silver Nightmare,1,8,12,Revive,0b10001000000000000000000000000000,0,???,0,5.00,1.00
13,MG000.STD,128,アントニオ,Antonio,29,Exec S-Move,1,8,13,Focus,0b10001000000000000000000000000000,5,Thunder of Fury,0,5.00,1.00
14,MG000.STD,128,アントニオ,Antonio,29,Exec S-Move,1,8,14,Widthdraw,0b10001000000000000000000000000000,34,Assess Damage,0,5.00,0.90
0,MG001.STD,129,アガタウマス,Sentinel,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MG001.STD,129,アガタウマス,Sentinel,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MG001.STD,129,アガタウマス,Sentinel,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.10
3,MG001.STD,129,アガタウマス,Sentinel,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.80
4,MG001.STD,129,アガタウマス,Sentinel,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MG001.STD,129,アガタウマス,Sentinel,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MG001.STD,129,アガタウマス,Sentinel,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.90
7,MG001.STD,129,アガタウマス,Sentinel,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MG001.STD,129,アガタウマス,Sentinel,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.10
9,MG001.STD,129,アガタウマス,Sentinel,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.10
10,MG001.STD,129,アガタウマス,Sentinel,14,Defeat,1,8,10,Dodge,0b10011000000000000000000000000000,-1,None,0,5.00,1.00
11,MG001.STD,129,アガタウマス,Sentinel,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.10
12,MG001.STD,129,アガタウマス,Sentinel,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MG001.STD,129,アガタウマス,Sentinel,32,Knockdown,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
14,MG001.STD,129,アガタウマス,Sentinel,30,Silver Nightmare,1,8,14,Widthdraw,0b10001000000000000000000000000000,0,???,0,5.00,1.00
15,MG001.STD,129,アガタウマス,Sentinel,29,Exec S-Move,1,8,15,Run,0b10001000000000000000000000000000,99,Blaster,0,5.00,1.00
16,MG001.STD,129,アガタウマス,Sentinel,29,Exec S-Move,1,8,16,Magic,0b10001000000000000000000000000000,9,Target Search,0,5.00,0.80
17,MG001.STD,129,アガタウマス,Sentinel,29,Exec S-Move,1,8,6,Ranged Attack,0b10001000000000000000000000000000,31,Laser Blast,0,5.00,0.90
18,MG001.STD,129,アガタウマス,Sentinel,29,Exec S-Move,1,8,6,Ranged Attack,0b10001000000000000000000000000000,32,Crypt Laser,0,5.00,0.90
