Entry ID,EU Message ID,[ DE Entry Name Pos.],[ DE Entry Name Size],DE Entry Name,[ ES Entry Name Pos.],[ ES Entry Name Size],ES Entry Name,[ FR Entry Name Pos.],[ FR Entry Name Size],FR Entry Name,[ GB Entry Name Pos.],[ GB Entry Name Size],GB Entry Name,Element ID,[Element Name],Pad. 1,Order by Prio.,Occ. Flags,[M],[B],[S],Effect ID,[Effect Name],Scope ID,[Scope Name],Category ID,[Category Name],Effect Prio.,Effect SP,Pad. 2,Pad. 3,Effect Value,Type ID,[Type Name],State ID,[State Name],State Miss%,Pad. 4,Pad. 5,Pad. 6,Ship Occ. ID,[Ship Occ. Name],Pad. 7,Ship Effect ID,[Ship Effect Name],Ship Effect SP,Ship Effect Turns,Ship Effect Amount,Unk.,Pad. 8,Pad. 9,Pad. 10,[ DE Descr. Pos.],[ DE Descr. Size],DE Descr. Str.,[ ES Descr. Pos.],[ ES Descr. Size],ES Descr. Str.,[ FR Descr. Pos.],[ FR Descr. Size],FR Descr. Str.,[ GB Descr. Pos.],[ GB Descr. Size],GB Descr. Str.
46,0x8c372820,0x19705,12,Royal Blade,0x19ac8,12,Espada Real,0x19f3f,12,Épée Royale,0x196d5,12,Royal Blade,6,Neutral,0,240,0x2,"",X,"",0,Damage,37,EC Line 2,4,Enrique,1,8,0,0,40,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xeec2,95,Enrique slashes at a single enemy in a flurry\\nof precise sword attacks.                  SP 8,0xeefb,97,Enrique rebana a un solo enemigo en una rafaga\\nde precisos movimientos de espada.          SEP8,0xf111,97,Enrique taillade un seul ennemi sous une pluie\\nd'attaques précises à l'épée.               ES 8,0xee92,95,Enrique slashes at a single enemy in a flurry\\nof precise sword attacks.                  SP 8
47,0x8c37282c,0x19711,14,The Judgement,0x19ad4,10,El juicio,0x19f4b,12,Le Jugement,0x196e1,14,The Judgement,6,Neutral,0,242,0x2,"",X,"",0,Damage,3,Single EC,4,Enrique,1,16,0,0,80,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xef21,95,Enrique summons one enemy to the Coliseum to\\nbe judged for its crimes.                  SP 16,0xef5c,90,Enrique convoca a un enemigo al Coliseo\\npara que sea juzgado por sus crimenes.     SEP16,0xf172,94,Enrique convoque un ennemi au Coloseum pour\\nqu'il soit jugé de ses crimes.             ES 16,0xeef1,95,Enrique summons one enemy to the Coliseum to\\nbe judged for its crimes.                  SP 16
48,0x8c37283c,0x1971f,11,Gunslinger,0x19ade,10,Pistolero,0x19f57,15,Feux du Bandit,0x196ef,11,Gunslinger,6,Neutral,0,250,0x2,"",X,"",0,Damage,43,EC Line 5,5,Gilder,1,9,0,0,30,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xef80,97,Gilder lets loose two handguns at the same time\\ndamaging all enemies in a straight line.   SP 9,0xefb6,91,"Gilder descarga dos revólveres a la vez,\\nhiriendo a todos los enemigos en línea.     SEP9",0xf1d0,92,"Gilder décharge deux pistolets à la fois,\\nblessant tous les ennemis alignés.          ES 9",0xef50,97,Gilder lets loose two handguns at the same time\\ndamaging all enemies in a straight line.   SP 9
49,0x8c372848,0x1972a,12,The Claudia,0x19ae8,11,La Claudia,0x19f66,11,Le Claudia,0x196fa,12,The Claudia,6,Neutral,0,252,0x2,"",X,"",0,Damage,4,All ECs,5,Gilder,1,18,0,0,25,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xefe1,95,Gilder calls in the Claudia and fires all of\\nher cannons. Attacks all enemies.          SP 18,0xf011,99,Gilder llama al navío la Claudia y dispara todos\\nsus cañones. Ataca a todos los enemigos.   SEP18,0xf22c,97,Gilders appelle le Claudia et fait feu de tous\\nses canons. Attaque tous les ennemis.      ES 18,0xefb1,95,Gilder calls in the Claudia and fires all of\\nher cannons. Attacks all enemies.          SP 18
50,0x8c372854,0x19736,14,Counterstrike,0x19af3,13,Contraataque,0x19f71,15,Contre-attaque,0x19706,14,Counterstrike,6,Neutral,0,301,0x2,"",X,"",38,"Guard, Counter Attack",5,Self,0,Vyse,2,1,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf040,95,"Vyse takes a defensive stance, countering all\\nenemy physical attacks for a full turn.    SP 1",0xf074,93,Vyse se defiende y responde ante todos los\\nataques del enemigo durante todo un turno.  SEP1,0xf28d,95,"Vyse se met en position de défense, contrant\\nles attaques ennemies pendant un tour.      ES 1",0xf010,95,"Vyse takes a defensive stance, countering all\\nenemy physical attacks for a full turn.    SP 1"
51,0x8c372864,0x19744,13,Skull Shield,0x19b00,16,Escudo Calavera,0x19f80,15,Bouclier Crâne,0x19714,13,Skull Shield,6,Neutral,0,303,0x2,"",X,"",46,"Counter Attack, Block Attack",2,All PCs,0,Vyse,2,5,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf09f,97,Vyse summons the spirit of an ancient Air Pirate\\nto defend and counterattack for his crew. SP 5,0xf0d1,94,Vyse convoca al espíritu de un antepasado para\\ncontraatacar y defender a su tripulación.SEP5,0xf2ec,96,Vyse invoque l'esprit d'un ancien Pirate pour\\ndéfendre ses compagnons et contre-attaquer. ES 5,0xf06f,97,Vyse summons the spirit of an ancient Air Pirate\\nto defend and counterattack for his crew. SP 5
52,0x8c372874,0x19751,13,Delta Shield,0x19b10,13,Escudo Delta,0x19f8f,15,Bouclier Delta,0x19721,13,Delta Shield,6,Neutral,0,311,0x2,"",X,"",39,Block Magic,2,All PCs,1,Aika,2,2,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf100,95,Creates an anti-magic shell around all allies\\nfor 1 turn. (Blocks allies' magic too.)    SP 2,0xf12f,94,Escudo anti-magia que protege a los aliados\\npor un turno pero bloquea su poder de magia.SEP2,0xf34c,96,Crée une bulle d'anti-magie autour des alliés\\npour un tour. (Bloque la magie des alliés)  ES 2,0xf0d0,95,Creates an anti-magic shell around all allies\\nfor 1 turn. (Blocks allies' magic too.)    SP 2
53,0x8c372884,0x1975e,15,Epsilon Mirror,0x19b1d,15,Epsilon Mirror,0x19f9e,16,Miroir Epsilon ,0x1972e,15,Epsilon Mirror,6,Neutral,0,313,0x2,"",X,"",77,"Recover MP, Invulnerable",5,Self,1,Aika,2,10,0,0,10,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf15f,96,Creates a mirror-like aura that envelops Aika\\nfor 1 turn and restores 10 MP.             SP 10,0xf18d,95,Crea un aura como un espejo que rodea a Aika\\npor un turno y restaura 10 puntos de Magia.SEP10,0xf3ac,89,Crée une aura miroitante qui enveloppe\\nAika pendant un tour et redonne 10 PM.     ES 10,0xf12f,96,Creates a mirror-like aura that envelops Aika\\nfor 1 turn and restores 10 MP.             SP 10
54,0x8c372894,0x1976d,15,Lunar Blessing,0x19b2c,16,Bendición Lunar,0x19fae,17,Bienfait Lunaire,0x1973d,15,Lunar Blessing,6,Neutral,0,320,0x2,"",X,"",33,Regenerate,2,All PCs,2,Fina,2,12,0,0,200,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf1bf,99,Fina calls upon the Silver Moon and blesses each\\nparty member with Regeneration.            SP 12,0xf1ec,94,Fina convoca a la Luna de Plata y bendice a\\ncada miembro del grupo con la Regeneración.SEP12,0xf405,96,Fina appelle la Lune d'argent et bénit chaque\\nmembre du groupe avec Régénération.        ES 12,0xf18f,99,Fina calls upon the Silver Moon and blesses each\\nparty member with Regeneration.            SP 12
55,0x8c3728a4,0x1977c,16,Lunar Cleansing,0x19b3c,17,Liberación Lunar,0x19fbf,16,Lune Purifiante,0x1974c,16,Lunar Cleansing,6,Neutral,0,322,0x2,"",X,"",30,Rem. Neg. States,2,All PCs,2,Fina,2,6,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf222,94,Silver Moonlight cleanses all allies of any\\nadverse effects except Unconscious.         SP 6,0xf24a,95,La Luz de Luna libera a los aliados de todos\\nlos efectos adversos menos el Inconsciente. SEP6,0xf465,91,La Lune d'argent purifie tous les alliés\\ndes effets néfastes sauf l'Inconscience.    ES 6,0xf1f2,94,Silver Moonlight cleanses all allies of any\\nadverse effects except Unconscious.         SP 6
56,0x8c3728b4,0x1978c,12,Lunar Light,0x19b4d,10,Luz Lunar,0x19fcf,16,Lumière Lunaire,0x1975c,12,Lunar Light,6,Neutral,0,324,0x2,"",X,"",47,"Recover HP & MP, Rem. Neg. States",2,All PCs,2,Fina,2,18,0,0,10000,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf280,90,"Revives, cures all adverse effects, and\\ncompletely restores all HP of all allies.  SP 18",0xf2a9,92,"Revive, cura todos los efectos adversos y\\nrepone toda la Salud de todos los aliados. SEP18",0xf4c0,98,"Réanime, guérit de tous les effets néfastes, et\\nredonne tous les PV aux alliés.            ES 18",0xf250,90,"Revives, cures all adverse effects, and\\ncompletely restores all HP of all allies.  SP 18"
57,0x8c3728c0,0x19798,14,Spirit Charge,0x19b57,15,Doble Espíritu,0x19fdf,14,Concentration,0x19768,14,Spirit Charge,6,Neutral,0,331,0x2,"",X,"",41,"Guard, Incr. SP Restor. 200%",5,Self,3,Drachma,2,0,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf2da,93,"Drachma focuses inward, doubling his Spirit\\npoints and defending against attacks.      SP 0",0xf305,98,Drachma se concentra hasta doblar sus puntos de\\nEspíritu para defenderse de los ataques.    SEP0,0xf522,92,"Drachma se concentre, doublant ses points\\nd'Esprit et se défend contre les attaques.  ES 0",0xf2aa,93,"Drachma focuses inward, doubling his Spirit\\npoints and defending against attacks.      SP 0"
58,0x8c3728d0,0x197a6,15,Justice Shield,0x19b66,17,Escudo Defensivo,0x19fed,17,Bouclier Justice,0x19776,15,Justice Shield,6,Neutral,0,341,0x2,"",X,"",1,Guard,2,All PCs,4,Enrique,2,4,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf337,95,Creates a defensive barrier for one turn. All\\nphysical damage received is cut in half.   SP 4,0xf367,95,Crea una barrera defensiva durante un turno.\\nTodo dano recibido se reduce a la mitad.    SEP4,0xf57e,99,Crée une barrière défensive pendant 1 tour. Tous\\nles dégâts physiques diminuent de moitié.   ES 4,0xf307,95,Creates a defensive barrier for one turn. All\\nphysical damage received is cut in half.   SP 4
59,0x8c3728e0,0x197b5,15,Aura of Denial,0x19b77,17,Aura de Renuncia,0x19ffe,17,Aura Protectrice,0x19785,15,Aura of Denial,6,Neutral,0,351,0x2,"",X,"",42,Block Neg. States,2,All PCs,5,Gilder,2,3,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf396,96,Creates a barrier for one turn that blocks all\\nadverse (and only adverse) effects.        SP 3,0xf3c6,96,Crea una barrera durante un turno que bloquea\\ntodos los efectos negativos.                SEP3,0xf5e1,97,Crée une barrière pendant un tour pour bloquer\\nuniquement tous les effets néfastes.        ES 3,0xf366,96,Creates a barrier for one turn that blocks all\\nadverse (and only adverse) effects.        SP 3
60,0x8c3728f0,0x197c4,12,Blue Rogues,0x19b88,12,Blue Rogues,0x1a00f,14,Voleurs Bleus,0x19794,12,Blue Rogues,6,Neutral,0,-1,0x2,"",X,"",66,Blue Rogues,6,All PCs and ECs,0,Vyse,-1,-1,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf3f6,94,Summons all active members of the Delphinus\\ncrew. Attack varies depending on crew.    SP ALL,0xf426,95,Convoca a los miembros de la tripulación del\\nDelphinus. El ataque depende de ellos.   SEP ALL,0xf642,92,Appel les membres actifs de l'équipage du\\nDelphinus. Attaque varie selon équipage. ES TOUS,0xf3c6,94,Summons all active members of the Delphinus\\ncrew. Attack varies depending on crew.    SP ALL
61,0x8c3728fc,0x197d0,9,Prophecy,0x19b94,9,Profecía,0x1a01d,9,Prophecy,0x197a0,9,Prophecy,6,Neutral,0,-1,0x2,"",X,"",65,Prophecy,4,All ECs,0,Vyse,1,-1,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf454,95,Combines the power of all 4 party members to\\ncall upon an ancient power.               SP ALL,0xf485,95,Combina el poder de los 4 miembros del grupo\\npara convocar un poder ancestral.        SEP ALL,0xf69e,95,Concentre le pouvoir des 4 membres du groupe\\npour invoquer un pouvoir ancien.         ES TOUS,0xf424,95,Combines the power of all 4 party members to\\ncall upon an ancient power.               SP ALL
